Product_ID,Sale_Date,Region,Product_Category,Quantity_Sold,Unit_Cost,Unit_Price,Discount,Sales_Amount,Sales_Channel,Customer_Type
P010909,2023-08-15,South,Clothing,90,1420.3,2777.73,0.0876,228103.51,Retail,New
P010910,2023-08-15,South,Clothing,84,1326.2,2319.72,0.2393,148220.66,Retail,Returning
P010911,2023-08-15,South,Electronics,109,5190.91,7583.49,0.1621,692641.55,Retail,Returning
P010912,2023-08-15,South,Electronics,106,13602.1,17438.1,0.0863,1689000.63,Retail,New
P010913,2023-08-15,South,Electronics,73,5106.97,6837.01,0.0999,449245.33,Online,New
P010914,2023-08-15,South,Electronics,98,13432.11,20556.11,0.0881,1837087.8,Online,New
P010915,2023-08-15,South,Food,100,383.91,556.7,0.0358,53676.72,Retail,Returning
P010916,2023-08-15,South,Food,91,330.68,490.37,0.035,43059.52,Retail,New
P010917,2023-08-15,South,Food,93,86.3,142.84,0.1096,11828.42,Retail,New
P010918,2023-08-15,South,Furniture,77,9808.76,14294.14,0.211,868385.53,Retail,New
P010919,2023-08-15,South,Furniture,95,3074.05,4800.59,0.1652,380734.22,Retail,New
P010920,2023-08-15,South,Furniture,84,11583.85,16319.59,0.0786,1263079.95,Retail,Returning
P010921,2023-08-15,South,Furniture,79,10137.9,14184.11,0.1584,943047.3,Retail,Returning
P010922,2023-08-15,West,Clothing,69,1100.8,1833.06,0.2797,91109.03,Retail,Returning
P010923,2023-08-15,West,Clothing,63,1331.93,2259.87,0.2323,109294.26,Online,Returning
P010924,2023-08-15,West,Clothing,88,1215.04,2224.22,0.1299,170312.11,Online,Returning
P010925,2023-08-15,West,Electronics,74,3722.12,5259.86,0.1229,341408.14,Online,Returning
P010926,2023-08-15,West,Electronics,68,13092.7,19635.43,0.0469,1272627.26,Retail,New
P010927,2023-08-15,West,Food,73,57.16,93.59,0.1449,5841.92,Retail,Returning
P010928,2023-08-15,West,Food,89,93.49,142.83,0.0616,11928.31,Retail,Returning
P010929,2023-08-15,West,Food,88,70.03,107.32,0.0787,8701.31,Online,Returning
P010930,2023-08-15,West,Furniture,72,2610.86,4051.81,0.2129,229613.51,Retail,Returning
P010931,2023-08-15,West,Furniture,83,5639.0,9349.14,0.1486,660670.93,Retail,Returning
P010932,2023-09-15,East,Clothing,89,366.52,666.89,0.2264,45917.05,Retail,Returning
P010933,2023-09-15,East,Clothing,91,1025.49,1856.13,0.2172,132215.54,Retail,Returning
P010934,2023-09-15,East,Clothing,66,427.52,812.39,0.1012,48193.48,Retail,Returning
P010935,2023-09-15,East,Electronics,84,6635.27,9191.47,0.1941,622192.53,Online,New
P010936,2023-09-15,East,Electronics,97,5165.07,7170.02,0.1591,584826.24,Online,Returning
P010937,2023-09-15,East,Electronics,74,12086.25,16374.99,0.1258,1059268.58,Online,Returning
P010938,2023-09-15,East,Food,94,258.17,439.38,0.1088,36806.43,Retail,New
P010939,2023-09-15,East,Food,81,176.81,269.74,0.0875,19937.3,Online,New
P010940,2023-09-15,East,Food,86,105.66,171.87,0.1155,13073.59,Online,Returning
P010941,2023-09-15,East,Food,87,272.09,431.31,0.0249,36587.8,Retail,Returning
P010942,2023-09-15,East,Furniture,114,2693.28,3760.4,0.2499,321560.6,Retail,New
P010943,2023-09-15,East,Furniture,114,3088.27,4580.68,0.1252,456821.53,Retail,Returning
P010944,2023-09-15,East,Furniture,115,2313.58,3240.37,0.0705,346383.97,Retail,Returning
P010945,2023-09-15,North,Clothing,73,865.59,1707.97,0.2721,90754.23,Online,Returning
P010946,2023-09-15,North,Clothing,61,414.3,675.26,0.1711,34143.66,Retail,Returning
P010947,2023-09-15,North,Clothing,83,1115.97,1889.37,0.2737,113898.44,Retail,Returning
P010948,2023-09-15,North,Clothing,84,892.18,1741.83,0.0548,138302.49,Online,Returning
P010949,2023-09-15,North,Electronics,80,14825.4,18912.16,0.0542,1431014.17,Online,Returning
P010950,2023-09-15,North,Electronics,114,2708.62,4047.23,0.117,407388.56,Online,New
P010951,2023-09-15,North,Food,93,375.38,601.53,0.0849,51193.88,Online,Returning
P010952,2023-09-15,North,Food,72,158.48,229.01,0.0668,15386.77,Online,New
P010953,2023-09-15,North,Food,70,139.56,245.61,0.0203,16843.98,Retail,New
P010954,2023-09-15,North,Furniture,79,10343.03,15099.64,0.0645,1115925.96,Retail,Returning
P010955,2023-09-15,North,Furniture,115,2449.4,4136.63,0.1017,427327.31,Retail,Returning
P010956,2023-09-15,North,Furniture,65,2037.86,3156.47,0.0747,189852.0,Retail,Returning
P010957,2023-09-15,South,Clothing,67,924.23,1685.49,0.0546,106763.01,Retail,Returning
P010958,2023-09-15,South,Clothing,84,787.7,1505.59,0.1638,105755.94,Retail,New
P010959,2023-09-15,South,Clothing,50,901.4,1584.8,0.3416,52169.58,Online,Returning
P010960,2023-09-15,South,Electronics,94,7079.02,10239.32,0.0666,898358.03,Retail,Returning
P010961,2023-09-15,South,Electronics,70,4199.64,5512.06,0.0318,373576.69,Online,Returning
P010962,2023-09-15,South,Electronics,80,13594.35,18221.95,0.0857,1332801.56,Online,Returning
P010963,2023-09-15,South,Electronics,70,10750.45,16527.84,0.1801,948605.64,Retail,Returning
P010964,2023-09-15,South,Food,98,488.64,835.39,0.0851,74899.95,Retail,Returning
P010965,2023-09-15,South,Food,62,79.53,128.51,0.0968,7196.16,Retail,New
P010966,2023-09-15,South,Furniture,123,10358.65,15076.31,0.2154,1455000.07,Retail,New
P010967,2023-09-15,South,Furniture,106,7472.53,12434.25,0.1364,1138220.74,Retail,Returning
P010968,2023-09-15,West,Clothing,62,767.32,1505.96,0.1459,79745.14,Retail,New
P010969,2023-09-15,West,Clothing,68,1239.51,2205.53,0.1956,120643.52,Retail,Returning
P010970,2023-09-15,West,Clothing,92,831.75,1460.08,0.1602,112808.03,Retail,Returning
P010971,2023-09-15,West,Clothing,73,1104.87,1897.06,0.1333,120031.55,Retail,Returning
P010972,2023-09-15,West,Electronics,58,6089.33,7816.41,0.1465,386958.16,Online,Returning
P010973,2023-09-15,West,Electronics,92,7750.36,11216.54,0.0836,945631.43,Retail,Returning
P010974,2023-09-15,West,Food,47,66.9,111.7,0.09,4777.55,Retail,New
P010975,2023-09-15,West,Food,72,135.47,215.05,0.0572,14597.68,Online,Returning
P010976,2023-09-15,West,Furniture,82,8171.99,13441.19,0.215,865154.37,Retail,New
P010977,2023-09-15,West,Furniture,101,11993.03,17382.14,0.052,1664265.22,Online,Returning
P010978,2023-09-15,West,Furniture,82,6191.23,9495.64,0.241,590986.23,Online,Returning
P010979,2023-09-15,West,Furniture,94,11013.2,17212.48,0.1759,1333396.03,Online,Returning
P010980,2023-10-15,East,Clothing,60,497.12,895.49,0.2991,37661.03,Retail,Returning
P010981,2023-10-15,East,Clothing,98,551.22,900.8,0.2724,64231.68,Retail,Returning
P010982,2023-10-15,East,Clothing,111,1367.8,2511.55,0.209,220512.3,Retail,Returning
P010983,2023-10-15,East,Clothing,68,635.72,1159.16,0.0764,72797.55,Retail,Returning
P010984,2023-10-15,East,Electronics,93,3826.59,5296.11,0.1254,430751.84,Retail,Returning
P010985,2023-10-15,East,Electronics,114,9134.14,13545.56,0.1291,1344805.35,Retail,Returning
P010986,2023-10-15,East,Electronics,112,8795.22,11140.08,0.1003,1122502.59,Online,New
P010987,2023-10-15,East,Food,75,228.22,343.19,0.0752,23802.93,Retail,Returning
P010988,2023-10-15,East,Food,77,392.87,629.24,0.1485,41256.74,Online,Returning
P010989,2023-10-15,East,Food,87,120.61,210.24,0.1197,16101.88,Online,Returning
P010990,2023-10-15,East,Food,111,374.65,652.35,0.1346,62663.22,Retail,Returning
P010991,2023-10-15,East,Furniture,98,11521.44,19194.63,0.1916,1520682.22,Retail,New
P010992,2023-10-15,East,Furniture,71,8396.56,12229.12,0.0788,799847.4,Retail,New
P010993,2023-10-15,North,Clothing,60,816.41,1416.73,0.322,57632.74,Online,Returning
P010994,2023-10-15,North,Clothing,81,786.86,1286.35,0.1542,88128.72,Retail,New
P010995,2023-10-15,North,Clothing,51,1273.76,2088.88,0.2114,84007.77,Online,Returning
P010996,2023-10-15,North,Electronics,84,10553.35,15731.78,0.1401,1136360.37,Online,Returning
P010997,2023-10-15,North,Electronics,95,3649.35,5203.6,0.112,438963.66,Retail,New
P010998,2023-10-15,North,Electronics,65,4532.93,6335.09,0.1916,332889.74,Retail,Returning
P010999,2023-10-15,North,Electronics,55,5886.04,8093.47,0.067,415312.59,Retail,New
P011000,2023-10-15,North,Food,71,61.63,93.12,0.1215,5808.31,Online,Returning
P011001,2023-10-15,North,Food,75,397.16,688.22,0.1311,44850.36,Retail,New
P011002,2023-10-15,North,Food,52,402.28,688.13,0.1239,31349.91,Retail,Returning
P011003,2023-10-15,North,Food,76,491.34,732.01,0.0493,52888.24,Online,Returning
P011004,2023-10-15,North,Furniture,77,2199.93,3749.9,0.055,272871.75,Retail,Returning
P011005,2023-10-15,North,Furniture,99,10967.13,18448.02,0.0518,1731713.29,Online,New
P011006,2023-10-15,North,Furniture,65,8527.81,14244.55,0.142,794429.48,Retail,Returning
P011007,2023-10-15,North,Furniture,89,4320.29,6689.52,0.0672,555344.61,Retail,Returning
P011008,2023-10-15,South,Clothing,47,1192.32,2253.61,0.1452,90541.43,Online,New
P011009,2023-10-15,South,Clothing,73,642.25,1168.54,0.0505,80996.98,Online,Returning
P011010,2023-10-15,South,Clothing,60,1012.38,1861.59,0.171,92594.56,Retail,New
P011011,2023-10-15,South,Electronics,101,7024.01,9676.77,0.1256,854638.5,Online,New
P011012,2023-10-15,South,Electronics,89,13456.35,17248.44,0.1502,1304603.92,Online,Returning
P011013,2023-10-15,South,Electronics,97,13462.22,20512.83,0.1557,1679890.16,Online,Returning
P011014,2023-10-15,South,Food,72,202.86,338.8,0.0573,22995.41,Online,Returning
P011015,2023-10-15,South,Food,64,327.31,521.9,0.0707,31038.69,Retail,New
P011016,2023-10-15,South,Food,93,396.1,684.7,0.078,58708.64,Online,Returning
P011017,2023-10-15,South,Furniture,93,2725.85,3911.63,0.1574,306532.36,Retail,New
P011018,2023-10-15,South,Furniture,79,10630.18,17347.07,0.0996,1233976.37,Retail,Returning
P011019,2023-10-15,South,Furniture,102,9117.42,13038.83,0.1313,1155372.5,Retail,Returning
P011020,2023-10-15,West,Clothing,91,506.01,966.9,0.2579,65299.1,Retail,New
P011021,2023-10-15,West,Clothing,72,1098.92,1987.81,0.2418,108513.76,Retail,Returning
P011022,2023-10-15,West,Clothing,76,1004.84,1658.74,0.1849,102749.82,Retail,Returning
P011023,2023-10-15,West,Electronics,89,8467.88,11293.29,0.1531,851176.01,Online,Returning
P011024,2023-10-15,West,Electronics,56,7602.24,10000.29,0.1045,501515.05,Retail,Returning
P011025,2023-10-15,West,Electronics,50,3947.1,5045.83,0.154,213438.31,Retail,Returning
P011026,2023-10-15,West,Electronics,72,12508.65,17120.05,0.1653,1028870.03,Retail,Returning
P011027,2023-10-15,West,Food,68,108.64,168.46,0.125,10023.48,Online,New
P011028,2023-10-15,West,Food,77,109.27,187.37,0.1024,12950.56,Retail,Returning
P011029,2023-10-15,West,Furniture,55,9399.63,13163.9,0.1534,612949.75,Retail,Returning
P011030,2023-10-15,West,Furniture,87,4622.63,7425.49,0.0916,586869.56,Retail,New
P011031,2023-11-15,East,Clothing,122,1189.06,2209.59,0.1567,227339.83,Retail,New
P011032,2023-11-15,East,Clothing,108,985.46,1860.88,0.1637,168077.92,Retail,Returning
P011033,2023-11-15,East,Clothing,86,954.1,1772.84,0.321,103525.95,Online,New
P011034,2023-11-15,East,Electronics,130,4837.55,6272.01,0.0321,789157.45,Online,Returning
P011035,2023-11-15,East,Electronics,111,9686.91,14610.92,0.1811,1328093.56,Retail,New
P011036,2023-11-15,East,Electronics,140,9475.92,14026.66,0.0329,1899049.22,Retail,New
P011037,2023-11-15,East,Food,99,470.05,728.71,0.0409,69189.87,Retail,Returning
P011038,2023-11-15,East,Food,113,51.72,78.42,0.142,7603.48,Retail,Returning
P011039,2023-11-15,East,Food,99,355.63,520.53,0.1491,43850.87,Retail,New
P011040,2023-11-15,East,Food,100,301.05,462.82,0.0312,44836.28,Retail,New
P011041,2023-11-15,East,Furniture,97,7780.97,12306.12,0.0629,1118609.85,Retail,Returning
P011042,2023-11-15,East,Furniture,65,7377.86,11481.68,0.1721,617834.9,Retail,Returning
P011043,2023-11-15,North,Clothing,83,1024.09,1956.45,0.0971,146622.0,Online,New
P011044,2023-11-15,North,Clothing,131,1005.77,1679.42,0.1778,180879.3,Online,Returning
P011045,2023-11-15,North,Clothing,115,1234.01,2417.22,0.3086,192205.49,Retail,Returning
P011046,2023-11-15,North,Electronics,79,5945.55,8154.76,0.0839,590191.68,Retail,New
P011047,2023-11-15,North,Electronics,102,3274.58,4609.0,0.0397,451450.98,Online,New
P011048,2023-11-15,North,Electronics,99,8036.55,11100.97,0.1659,916620.54,Online,New
P011049,2023-11-15,North,Food,107,94.89,138.3,0.1066,13220.11,Retail,Returning
P011050,2023-11-15,North,Food,102,74.62,120.24,0.1416,10527.35,Retail,Returning
P011051,2023-11-15,North,Furniture,74,11640.59,17015.44,0.2122,991926.1,Online,New
P011052,2023-11-15,North,Furniture,68,8598.98,13075.18,0.2363,679006.98,Retail,Returning
P011053,2023-11-15,North,Furniture,55,3143.56,4742.55,0.1738,215499.93,Online,Returning
P011054,2023-11-15,South,Clothing,78,1009.62,1896.99,0.2736,107486.06,Retail,New
P011055,2023-11-15,South,Clothing,111,909.01,1603.91,0.3065,123462.03,Retail,Returning
P011056,2023-11-15,South,Electronics,96,12156.78,15383.58,0.0856,1350420.7,Retail,Returning
P011057,2023-11-15,South,Electronics,129,2934.79,4444.8,0.1928,462819.9,Online,Returning
P011058,2023-11-15,South,Electronics,125,5943.74,8142.89,0.0605,956238.95,Retail,New
P011059,2023-11-15,South,Electronics,118,10060.02,13633.96,0.1755,1326450.24,Retail,New
P011060,2023-11-15,South,Food,82,395.94,603.81,0.1197,43583.76,Retail,Returning
P011061,2023-11-15,South,Food,76,469.28,706.83,0.0666,50142.92,Online,Returning
P011062,2023-11-15,South,Food,89,257.26,444.61,0.1409,33994.93,Retail,Returning
P011063,2023-11-15,South,Furniture,39,9916.16,15460.4,0.1463,514732.51,Retail,Returning
P011064,2023-11-15,South,Furniture,55,8103.17,13220.18,0.2031,579467.23,Retail,Returning
P011065,2023-11-15,South,Furniture,62,10985.03,15561.44,0.0616,905334.82,Retail,Returning
P011066,2023-11-15,West,Clothing,73,507.31,891.12,0.3233,44023.97,Retail,New
P011067,2023-11-15,West,Clothing,120,552.33,1007.3,0.2347,92510.34,Online,Returning
P011068,2023-11-15,West,Clothing,84,1078.98,2019.11,0.2414,128655.42,Retail,New
P011069,2023-11-15,West,Electronics,96,7793.99,9928.13,0.1268,832259.67,Online,Returning
P011070,2023-11-15,West,Electronics,110,5973.43,8518.32,0.1214,823255.92,Online,Returning
P011071,2023-11-15,West,Electronics,95,14653.77,21707.49,0.0713,1915174.04,Retail,New
P011072,2023-11-15,West,Electronics,76,8085.85,12197.59,0.139,798147.59,Online,Returning
P011073,2023-11-15,West,Food,68,229.87,401.17,0.1035,24456.97,Online,New
P011074,2023-11-15,West,Food,58,429.15,667.71,0.1059,34627.63,Retail,New
P011075,2023-11-15,West,Food,77,236.0,381.13,0.0767,27096.29,Retail,Returning
P011076,2023-11-15,West,Furniture,51,2890.92,4635.33,0.1517,200530.58,Retail,Returning
P011077,2023-11-15,West,Furniture,84,10712.78,15078.1,0.211,999358.29,Retail,Returning
P011078,2023-11-15,West,Furniture,49,9923.13,14915.62,0.1888,592895.95,Retail,Returning
P011079,2023-12-15,East,Clothing,98,346.56,584.73,0.2994,40148.24,Retail,Returning
P011080,2023-12-15,East,Clothing,120,752.17,1363.0,0.0501,155369.82,Online,Returning
P011081,2023-12-15,East,Electronics,130,9886.6,14420.16,0.0336,1811670.83,Online,Returning
P011082,2023-12-15,East,Electronics,127,2952.98,4460.09,0.0688,527467.48,Retail,Returning
P011083,2023-12-15,East,Electronics,157,7223.57,9256.03,0.1546,1228592.55,Retail,New
P011084,2023-12-15,East,Electronics,130,2122.46,3154.95,0.0741,379753.12,Retail,Returning
P011085,2023-12-15,East,Food,146,251.88,406.05,0.1063,52983.66,Retail,Returning
P011086,2023-12-15,East,Food,136,340.72,507.06,0.1412,59219.89,Online,New
P011087,2023-12-15,East,Food,103,269.19,463.28,0.0885,43492.94,Retail,Returning
P011088,2023-12-15,East,Furniture,47,6367.29,10634.84,0.141,429347.86,Retail,New
P011089,2023-12-15,East,Furniture,97,4479.33,6854.9,0.1768,547393.19,Retail,New
P011090,2023-12-15,East,Furniture,74,5575.04,8195.92,0.2349,464032.51,Online,Returning
P011091,2023-12-15,North,Clothing,114,904.43,1524.64,0.2222,135189.78,Retail,Returning
P011092,2023-12-15,North,Clothing,104,1185.95,2064.53,0.2795,154692.7,Retail,New
P011093,2023-12-15,North,Electronics,80,10041.61,13523.61,0.0446,1033652.48,Online,Returning
P011094,2023-12-15,North,Electronics,139,10960.63,14200.47,0.0906,1794948.41,Online,New
P011095,2023-12-15,North,Electronics,126,13566.74,17128.91,0.0642,2019601.27,Retail,Returning
P011096,2023-12-15,North,Electronics,128,5401.73,6907.5,0.0348,853397.83,Retail,Returning
P011097,2023-12-15,North,Food,93,97.29,161.54,0.0406,14412.93,Retail,New
P011098,2023-12-15,North,Food,102,197.1,284.51,0.1111,25794.79,Retail,Returning
P011099,2023-12-15,North,Food,93,312.77,458.63,0.1195,37554.51,Online,Returning
P011100,2023-12-15,North,Food,118,127.56,214.39,0.1385,21794.21,Retail,New
P011101,2023-12-15,North,Furniture,107,10601.98,16848.03,0.1838,1471376.8,Online,Returning
P011102,2023-12-15,North,Furniture,70,2892.03,4728.9,0.103,296939.49,Retail,New
P011103,2023-12-15,North,Furniture,72,6151.92,9760.16,0.204,559377.8,Online,Returning
P011104,2023-12-15,North,Furniture,25,10847.32,16041.1,0.2146,314986.23,Retail,Returning
P011105,2023-12-15,South,Clothing,146,384.12,741.83,0.1999,86659.76,Retail,Returning
P011106,2023-12-15,South,Clothing,133,1049.03,1749.29,0.2769,168240.45,Retail,New
P011107,2023-12-15,South,Clothing,121,1269.29,2219.1,0.0803,246953.37,Retail,Returning
P011108,2023-12-15,South,Electronics,155,4736.87,6633.53,0.0697,956515.19,Retail,New
P011109,2023-12-15,South,Electronics,127,13988.9,19947.04,0.0946,2293659.42,Retail,Returning
P011110,2023-12-15,South,Electronics,141,9278.58,12954.69,0.1158,1615018.98,Retail,New
P011111,2023-12-15,South,Food,102,259.48,395.66,0.1155,35697.54,Retail,Returning
P011112,2023-12-15,South,Food,66,87.23,151.16,0.0581,9396.47,Retail,Returning
P011113,2023-12-15,South,Food,102,474.6,820.49,0.1334,72527.49,Online,Returning
P011114,2023-12-15,South,Food,115,401.74,591.81,0.034,65746.29,Retail,Returning
P011115,2023-12-15,South,Furniture,76,10898.39,18487.34,0.2219,1093309.42,Online,Returning
P011116,2023-12-15,South,Furniture,76,5945.26,8310.8,0.1385,544154.47,Retail,Returning
P011117,2023-12-15,South,Furniture,66,7938.29,13211.92,0.1824,712953.45,Retail,Returning
P011118,2023-12-15,West,Clothing,107,1019.86,1907.5,0.2976,143353.83,Retail,New
P011119,2023-12-15,West,Clothing,97,686.94,1221.71,0.3,82958.4,Retail,Returning
P011120,2023-12-15,West,Clothing,98,773.93,1324.55,0.3446,85069.56,Retail,Returning
P011121,2023-12-15,West,Clothing,124,692.13,1306.84,0.0739,150073.65,Online,Returning
P011122,2023-12-15,West,Electronics,118,13643.37,17672.57,0.051,1979097.24,Retail,Returning
P011123,2023-12-15,West,Electronics,106,14903.77,21528.94,0.0386,2194031.2,Online,Returning
P011124,2023-12-15,West,Electronics,85,8857.45,13206.05,0.1756,925373.7,Retail,Returning
P011125,2023-12-15,West,Electronics,125,2835.29,4082.75,0.1299,444046.5,Retail,Returning
P011126,2023-12-15,West,Food,68,213.85,351.71,0.0368,23036.49,Retail,New
P011127,2023-12-15,West,Food,85,461.18,787.03,0.0587,62971.4,Retail,New
P011128,2023-12-15,West,Food,84,485.09,780.27,0.0594,61647.82,Retail,New
P011129,2023-12-15,West,Food,90,344.71,545.22,0.1434,42034.93,Online,Returning
P011130,2023-12-15,West,Furniture,77,5728.05,8359.69,0.2127,506794.16,Online,New
P011131,2023-12-15,West,Furniture,83,7549.67,11827.62,0.0877,895620.66,Online,New
P011132,2024-01-15,East,Clothing,77,580.87,951.42,0.1306,63695.21,Retail,Returning
P011133,2024-01-15,East,Clothing,101,1132.64,2034.39,0.2038,163603.58,Online,Returning
P011134,2024-01-15,East,Electronics,82,10781.92,15931.94,0.1246,1143592.21,Online,Returning
P011135,2024-01-15,East,Electronics,71,11177.88,14817.12,0.0758,972232.94,Retail,Returning
P011136,2024-01-15,East,Electronics,79,4529.12,6634.58,0.0562,494672.85,Online,Returning
P011137,2024-01-15,East,Food,105,334.97,493.02,0.0985,46666.15,Online,New
P011138,2024-01-15,East,Food,85,287.29,450.73,0.0965,34612.94,Online,Returning
P011139,2024-01-15,East,Food,75,302.52,502.17,0.0623,35316.41,Online,Returning
P011140,2024-01-15,East,Furniture,66,5160.33,8353.32,0.066,514922.16,Retail,Returning
P011141,2024-01-15,East,Furniture,42,10032.43,14395.13,0.0537,572143.2,Retail,New
P011142,2024-01-15,North,Clothing,42,1128.74,2061.15,0.1714,71734.37,Retail,Returning
P011143,2024-01-15,North,Clothing,51,510.86,937.41,0.1773,39333.51,Retail,New
P011144,2024-01-15,North,Electronics,54,5962.9,8661.79,0.1769,385007.06,Online,Returning
P011145,2024-01-15,North,Electronics,59,7770.13,10199.41,0.141,516896.54,Online,Returning
P011146,2024-01-15,North,Food,57,95.28,146.64,0.1063,7470.21,Retail,New
P011147,2024-01-15,North,Food,90,144.67,209.39,0.1366,16271.14,Online,New
P011148,2024-01-15,North,Food,55,175.82,260.35,0.1031,12842.88,Retail,Returning
P011149,2024-01-15,North,Food,94,165.21,272.31,0.0351,24698.2,Retail,Returning
P011150,2024-01-15,North,Furniture,52,8608.26,13335.43,0.0688,645734.96,Retail,Returning
P011151,2024-01-15,North,Furniture,56,7915.07,11139.98,0.2303,480175.5,Retail,Returning
P011152,2024-01-15,North,Furniture,38,10261.51,16964.65,0.1896,522407.34,Retail,New
P011153,2024-01-15,North,Furniture,34,7616.97,12275.81,0.2208,325231.7,Online,Returning
P011154,2024-01-15,South,Clothing,64,836.09,1457.69,0.0915,84758.48,Retail,Returning
P011155,2024-01-15,South,Clothing,23,805.08,1582.87,0.2298,28040.48,Retail,New
P011156,2024-01-15,South,Electronics,82,11013.96,14402.66,0.0762,1091035.98,Retail,Returning
P011157,2024-01-15,South,Electronics,55,14384.75,19755.45,0.1161,960423.38,Retail,New
P011158,2024-01-15,South,Electronics,83,12301.08,16275.16,0.1458,1153820.58,Retail,New
P011159,2024-01-15,South,Food,79,272.23,475.78,0.1201,33074.46,Retail,New
P011160,2024-01-15,South,Food,101,297.17,499.09,0.1219,44262.9,Retail,Returning
P011161,2024-01-15,South,Furniture,44,5225.88,8282.67,0.1671,303548.89,Retail,Returning
P011162,2024-01-15,South,Furniture,58,4224.22,6003.63,0.0739,322493.68,Retail,Returning
P011163,2024-01-15,South,Furniture,35,9784.93,14714.6,0.1309,447580.11,Retail,New
P011164,2024-01-15,West,Clothing,56,1226.14,2170.81,0.2745,88193.2,Online,Returning
P011165,2024-01-15,West,Clothing,65,1024.49,1698.5,0.2218,85914.82,Retail,Returning
P011166,2024-01-15,West,Clothing,34,936.83,1603.75,0.2527,40748.8,Retail,Returning
P011167,2024-01-15,West,Electronics,68,10629.29,13730.37,0.1525,791276.75,Retail,Returning
P011168,2024-01-15,West,Electronics,63,13958.32,17803.06,0.1695,931472.43,Retail,New
P011169,2024-01-15,West,Electronics,59,11702.08,14772.0,0.0587,820421.12,Retail,Returning
P011170,2024-01-15,West,Food,101,367.47,608.16,0.0713,57046.56,Retail,Returning
P011171,2024-01-15,West,Food,77,284.84,416.93,0.045,30660.0,Retail,Returning
P011172,2024-01-15,West,Food,57,452.64,668.83,0.1487,32453.44,Retail,Returning
P011173,2024-01-15,West,Food,79,194.08,321.1,0.0444,24240.23,Retail,New
P011174,2024-01-15,West,Furniture,48,7826.37,11635.5,0.2276,431365.22,Online,Returning
P011175,2024-01-15,West,Furniture,68,2031.27,3416.89,0.2423,176044.33,Online,Returning
P011176,2024-01-15,West,Furniture,34,2468.82,4002.34,0.1195,119823.7,Online,Returning
P011177,2024-01-15,West,Furniture,72,2683.07,4222.71,0.0582,286343.19,Retail,Returning
P011178,2024-02-15,East,Clothing,62,1100.82,1800.71,0.148,95122.04,Online,Returning
P011179,2024-02-15,East,Clothing,72,699.23,1243.08,0.1288,77973.17,Online,Returning
P011180,2024-02-15,East,Electronics,72,3558.54,4965.54,0.1465,305133.69,Retail,Returning
P011181,2024-02-15,East,Electronics,84,4468.08,5767.62,0.1526,410539.22,Online,Returning
P011182,2024-02-15,East,Electronics,87,11440.46,17111.63,0.0808,1368375.86,Online,Returning
P011183,2024-02-15,East,Electronics,52,12865.18,17705.65,0.16,773355.72,Online,New
P011184,2024-02-15,East,Food,51,493.85,792.15,0.1415,34684.84,Online,Returning
P011185,2024-02-15,East,Food,82,127.6,207.41,0.0922,15439.43,Retail,Returning
P011186,2024-02-15,East,Food,87,172.53,257.79,0.1007,20169.37,Retail,New
P011187,2024-02-15,East,Food,104,447.11,727.17,0.0365,72865.85,Retail,Returning
P011188,2024-02-15,East,Furniture,41,4411.21,7516.58,0.2002,246495.22,Online,New
P011189,2024-02-15,East,Furniture,81,7318.9,11938.82,0.1575,814757.98,Retail,New
P011190,2024-02-15,North,Clothing,48,824.61,1418.83,0.2246,52810.3,Retail,New
P011191,2024-02-15,North,Clothing,67,788.86,1328.33,0.0829,81621.19,Retail,Returning
P011192,2024-02-15,North,Clothing,81,365.74,648.01,0.2623,38723.13,Online,Returning
P011193,2024-02-15,North,Electronics,58,12531.82,16097.39,0.1378,805034.15,Retail,New
P011194,2024-02-15,North,Electronics,68,10648.55,13651.82,0.1326,805192.18,Online,Returning
P011195,2024-02-15,North,Food,57,250.14,363.92,0.0218,20291.46,Retail,New
P011196,2024-02-15,North,Food,109,250.6,426.25,0.1356,40160.54,Retail,Returning
P011197,2024-02-15,North,Furniture,65,10864.11,15817.03,0.1728,850481.55,Online,Returning
P011198,2024-02-15,North,Furniture,40,8989.88,14378.6,0.1749,474528.29,Online,Returning
P011199,2024-02-15,North,Furniture,31,6790.83,10965.27,0.0998,306002.99,Retail,New
P011200,2024-02-15,South,Clothing,78,1199.42,2215.33,0.2749,125297.66,Retail,New
P011201,2024-02-15,South,Clothing,65,1066.15,1837.24,0.1381,102929.85,Retail,Returning
P011202,2024-02-15,South,Clothing,77,900.36,1678.63,0.1676,107592.72,Online,New
P011203,2024-02-15,South,Clothing,69,1326.99,2475.0,0.106,152677.64,Online,Returning
P011204,2024-02-15,South,Electronics,71,14822.55,19984.66,0.0496,1348531.21,Retail,New
P011205,2024-02-15,South,Electronics,58,2271.82,3004.41,0.0396,167353.79,Online,Returning
P011206,2024-02-15,South,Food,77,282.18,429.22,0.1423,28348.09,Retail,Returning
P011207,2024-02-15,South,Food,88,235.33,393.67,0.0787,31916.26,Retail,Returning
P011208,2024-02-15,South,Food,69,201.18,325.79,0.0324,21752.03,Online,Returning
P011209,2024-02-15,South,Food,55,121.23,192.25,0.0987,9529.49,Retail,Returning
P011210,2024-02-15,South,Furniture,64,5817.06,8541.4,0.196,439507.25,Retail,New
P011211,2024-02-15,South,Furniture,46,10597.49,14892.97,0.2326,525756.91,Online,Returning
P011212,2024-02-15,South,Furniture,61,4125.87,6825.55,0.1525,352880.44,Retail,Returning
